TreeID,TreePosX,TreePosY,TreePosZ,TreeHeight(metre),DBH(metre),CrownDiameter(metre),CrownDiameter(S-N)(metre),CrownDiameter(E-W)(metre),CrownArea(square metre),CrownVolume(cubic metre),OldID,Cluster
3498,231031.64,454423.11,0.837,4.0,0.224,1.9,2.3,2.0,2.9,6.2,16720,1
3535,230997.963,454378.498,1.275,4.0,0.329,0.8,0.9,0.9,0.5,0.5,17263,1
3493,231039.557,454418.779,1.296,4.0,0.54,2.3,2.6,2.5,4.1,10.4,17223,1
3455,231024.863,454418.951,0.386,4.1,0.095,3.2,2.7,4.1,8.0,21.7,16958,1
4252,231054.224,454273.666,1.012,4.1,0.142,1.7,2.0,1.7,2.2,5.0,21506,1
5481,231192.292,454345.919,0.84,4.1,0.196,1.9,2.2,1.9,2.8,4.9,27931,1
3536,231031.04,454410.863,0.453,4.1,0.272,3.4,3.5,3.9,9.2,18.1,17131,1
4334,231053.056,454274.4,0.991,4.1,0.37,1.5,1.8,1.5,1.7,2.9,21367,1
4538,231120.326,454423.009,1.216,4.1,0.483,4.0,4.3,4.8,12.8,28.8,22243,1
3594,231005.634,454403.309,0.839,4.1,0.546,2.0,2.1,2.3,3.1,7.8,17273,1
3542,231032.311,454420.767,0.9,4.1,1.227,4.1,4.1,4.4,13.1,29.6,17260,1
3491,231030.184,454403.917,0.833,4.2,0.917,3.7,3.9,3.3,10.6,25.9,16653,1
3546,231046.57,454411.588,0.733,4.2,0.934,5.7,4.5,7.5,25.7,42.4,17146,1
3568,231042.445,454421.927,0.376,4.3,0.089,4.0,4.6,4.3,12.9,30.6,17098,1
3567,231041.476,454414.562,0.944,4.3,0.105,3.0,3.4,3.0,7.2,19.2,16788,1
3429,231036.823,454421.99,1.297,4.3,0.145,1.7,1.9,1.7,2.2,4.8,16935,1
3457,231039.539,454339.162,1.015,4.3,0.724,2.4,2.8,2.5,4.5,10.3,16526,1
4367,231067.139,454362.148,0.777,4.5,0.681,1.7,2.0,1.9,2.3,5.8,21577,1
4347,231052.786,454273.457,0.981,4.6,0.283,1.2,1.2,1.3,1.1,2.5,21539,1
3399,231027.644,454408.84,0.457,4.6,0.378,6.0,6.7,6.2,27.8,54.7,16710,1
4253,231139.349,454295.198,1.32,4.6,0.621,1.6,1.3,2.4,2.0,4.1,21578,1
5625,231191.294,454348.42,0.84,4.8,0.154,1.7,2.0,1.8,2.4,5.7,27923,1
3335,231001.207,454301.851,0.893,4.8,0.549,2.6,2.5,3.3,5.3,10.7,16434,1
3576,231036.898,454411.28,1.118,4.9,0.229,1.4,1.8,1.1,1.5,3.6,17283,1
4388,231097.868,454301.633,1.288,4.9,0.402,2.5,3.2,2.9,4.8,8.2,21574,1
3494,231047.399,454430.159,0.85,5.0,0.384,0.9,0.8,1.2,0.7,1.8,16797,1
3475,231037.203,454412.095,0.857,5.0,0.508,1.7,1.7,1.9,2.3,7.0,17040,1
3459,231038.163,454429.331,0.84,5.0,0.657,2.4,2.9,2.2,4.4,11.6,17133,1
3554,231038.32,454426.266,0.834,5.1,0.175,2.8,3.8,2.3,6.3,12.6,17145,1
4222,231052.778,454274.887,0.867,5.2,0.117,1.7,1.5,2.1,2.1,3.7,21416,1
3584,231035.284,454411.363,1.192,5.2,0.543,2.2,1.5,3.2,3.9,10.3,17266,1
5473,231197.23,454300.123,0.859,5.5,0.264,0.5,0.4,0.8,0.2,0.6,27895,1
3550,231039.687,454423.155,0.934,5.6,0.793,2.6,2.6,2.6,5.1,18.4,17193,1
3442,231031.308,454414.946,0.815,5.8,0.41,2.6,3.2,2.4,5.4,18.0,16886,1
3404,230974.666,454350.033,0.505,5.9,0.086,6.2,6.3,6.0,30.5,93.1,16544,1
3511,231029.1,454416.922,0.545,5.9,0.264,4.3,6.2,4.3,14.3,37.2,16713,1
4358,231056.457,454277.271,1.255,5.9,0.441,4.1,5.5,3.8,13.3,29.5,21435,1
3541,231035.805,454412.096,0.79,6.1,0.213,2.0,1.6,2.8,3.2,9.6,16890,1
5592,231162.321,454355.518,0.826,6.1,0.215,3.0,3.2,3.3,6.9,18.4,27905,1
4378,231057.57,454334.681,0.492,6.1,0.464,5.2,6.9,5.1,21.2,39.5,21572,1
3438,231044.686,454297.701,1.136,6.2,0.193,4.4,4.5,5.0,15.2,28.3,16586,1
4351,231051.449,454277.812,0.819,6.6,0.354,2.5,3.2,2.1,5.0,16.6,21540,1
4179,231072.406,454359.241,0.761,6.8,0.785,2.3,2.3,2.5,4.2,10.7,21360,1
3279,231029.114,454299.523,0.894,7.3,0.559,1.3,1.2,1.8,1.4,5.2,16295,1
4297,231071.575,454357.607,0.549,7.6,0.182,2.9,3.6,3.1,6.4,17.8,21351,1
4206,231084.63,454334.682,0.915,7.7,0.34,4.9,4.6,6.2,18.7,54.5,21324,1
3588,231037.269,454429.217,0.846,7.7,1.3,4.8,4.2,5.3,18.3,42.7,17132,1
4242,231046.865,454298.787,0.817,7.9,0.295,5.4,7.0,8.4,23.3,50.5,21475,1
4199,231051.244,454275.038,1.33,8.0,0.094,3.2,2.7,4.0,8.1,19.6,21556,1
3408,231038.039,454338.182,0.881,8.0,0.29,4.4,5.1,4.7,15.5,56.7,16334,1
4266,231143.456,454305.946,0.896,8.1,0.388,4.6,6.0,4.0,16.3,49.5,21575,1
4340,231052.443,454274.266,0.869,8.2,0.125,2.9,3.1,2.6,6.8,19.9,21490,1
4169,231096.315,454372.026,0.873,8.2,0.232,4.9,8.8,3.8,19.0,30.4,21300,1
4219,231050.688,454278.61,1.128,8.3,0.111,3.6,3.9,3.5,10.3,43.2,21565,1
4272,231106.032,454403.579,1.228,8.3,0.139,4.9,5.5,5.7,18.6,73.2,21580,1
5536,231189.395,454299.322,0.925,8.4,0.114,3.0,3.7,2.7,7.3,29.1,27914,1
3205,231005.16,454301.31,0.785,8.4,0.139,4.3,4.9,4.9,14.3,41.7,16208,1
3333,231001.735,454303.291,0.865,8.5,0.308,4.9,3.7,7.5,19.2,68.6,16520,1
3566,231040.537,454425.583,0.998,8.5,0.311,3.3,3.0,4.3,8.7,29.2,17210,1
4470,231143.477,454383.468,0.842,8.5,0.632,2.1,2.3,2.4,3.4,9.9,22097,1
4173,231073.465,454303.771,0.845,8.6,0.216,3.9,3.9,4.2,11.8,49.4,21255,1
3418,231032.243,454377.832,0.882,8.6,0.272,4.2,4.3,5.4,14.1,29.7,16349,1
5629,231164.45,454396.938,0.385,8.6,0.5,5.0,5.2,5.8,19.7,52.1,28200,1
5620,231162.054,454297.51,0.907,8.8,0.366,3.5,3.4,4.2,9.8,25.7,27894,1
4481,231078.52,454402.506,0.832,8.9,0.203,3.1,3.2,3.4,7.7,34.2,21893,1
4186,231110.173,454295.041,0.433,8.9,0.272,2.6,2.6,2.6,5.4,14.9,21250,1
5554,231191.832,454347.089,0.842,9.0,0.086,2.3,2.2,3.0,4.2,7.3,27930,1
4495,231142.2,454404.254,0.779,9.0,0.314,3.2,3.7,3.4,7.9,22.0,22229,1
4376,231077.3,454385.56,0.827,9.2,0.232,3.8,4.3,3.8,11.1,45.9,21876,1
4386,231097.093,454380.327,0.866,9.4,0.204,3.7,4.0,3.8,10.5,50.6,21890,1
3479,231041.261,454423.905,0.845,9.4,0.442,4.0,4.7,3.7,12.8,38.2,17211,1
4461,231084.205,454381.992,0.868,9.5,0.223,4.9,4.2,6.1,19.0,76.0,21867,1
4331,231053.602,454275.261,1.25,9.5,0.281,2.6,2.7,2.8,5.2,21.9,21456,1
6148,231164.357,455461.865,1.311,3.0,0.102,1.7,1.6,2.7,2.4,3.3,31684,2
5472,231076.786,455474.87,0.492,3.0,0.107,2.6,3.0,2.8,5.4,7.3,27654,2
4094,230978.048,455448.537,1.185,3.0,0.142,1.9,2.3,2.0,2.9,4.2,20401,2
6133,231162.168,455442.919,0.543,3.0,0.147,2.3,2.3,3.0,4.3,6.1,31641,2
5263,231126.917,455419.219,0.915,3.0,0.445,1.9,1.9,2.3,2.9,3.5,27063,2
4898,231128.624,455380.253,0.818,3.0,0.455,1.6,1.8,1.8,1.9,2.3,24451,2
5063,231114.795,455378.633,0.848,3.0,0.54,3.5,5.7,2.7,9.9,11.4,25450,2
5485,231126.273,455493.604,0.804,3.0,1.635,4.9,6.2,5.2,19.0,21.9,27458,2
6155,231156.756,455399.908,0.751,3.0,1.76,4.6,3.5,6.8,16.5,26.4,31702,2
6132,231164.089,455416.664,1.031,3.1,0.079,2.9,2.5,3.8,6.4,9.7,31520,2
6091,231165.145,455421.505,0.65,3.1,0.154,3.6,4.2,3.9,10.0,18.4,31334,2
5243,231078.052,455475.607,0.927,3.1,0.177,1.7,2.4,1.4,2.3,4.2,26800,2
5300,231143.167,455376.666,0.404,3.1,0.315,4.2,5.1,4.3,13.7,16.3,25487,2
4980,231113.145,455377.154,0.802,3.1,0.351,2.1,2.6,2.0,3.5,4.0,24414,2
3914,231000.718,455344.015,0.816,3.1,0.386,1.1,1.4,1.1,1.0,1.2,19146,2
5138,231130.507,455376.034,0.913,3.1,0.389,2.8,3.4,3.4,6.3,9.7,25359,2
6102,231149.87,455436.004,0.931,3.1,0.544,1.1,1.0,1.3,0.9,1.1,31198,2
5460,231077.759,455477.542,0.882,3.1,0.649,1.5,1.1,2.1,1.7,3.1,27199,2
4010,231004.559,455476.136,0.896,3.1,0.7,2.1,2.5,2.5,3.4,4.7,19496,2
5289,231038.324,455443.178,0.863,3.1,1.136,2.1,2.1,1.9,3.6,5.8,25999,2
5321,231145.397,455428.467,0.832,3.1,1.177,1.9,1.9,2.3,2.9,5.1,27089,2
3885,231001.16,455345.133,1.321,3.2,0.11,1.1,1.1,1.2,1.0,1.2,19072,2
5262,231071.632,455429.724,0.441,3.2,0.134,3.3,5.0,2.7,8.4,9.8,25590,2
6139,231182.254,455419.722,0.912,3.2,0.163,2.3,3.3,1.8,4.3,5.2,31715,2
4088,230971.603,455439.104,0.796,3.2,0.275,1.4,1.6,1.8,1.6,2.9,20055,2
5195,231125.361,455377.807,0.598,3.2,0.279,2.1,2.2,2.4,3.4,4.6,25398,2
4041,230972.02,455440.332,0.901,3.2,0.286,2.1,2.2,2.6,3.5,8.1,19811,2
4218,231043.676,455512.794,0.851,3.2,0.336,3.3,4.0,3.3,8.4,12.7,20974,2
5417,231123.268,455490.672,0.915,3.2,0.374,1.3,1.2,1.5,1.2,1.9,27448,2
6087,231160.642,455402.708,0.653,3.2,0.426,4.2,4.4,4.5,13.8,15.9,31395,2
6112,231162.784,455431.233,0.817,3.2,0.444,3.3,3.9,3.7,8.7,13.6,31310,2
6125,231185.298,455418.305,0.792,3.2,0.478,2.9,2.2,3.8,6.6,10.3,31546,2
3963,230982.339,455443.152,0.786,3.2,0.511,2.0,2.2,2.2,3.2,5.2,19380,2
5276,231070.753,455425.079,0.61,3.2,0.661,5.3,6.1,5.4,22.2,41.7,26784,2
5367,231120.385,455483.104,1.031,3.2,0.847,3.2,4.0,3.2,8.3,11.9,27082,2
4026,231004.965,455400.783,0.558,3.2,0.879,3.1,3.4,3.4,7.4,10.4,20510,2
3953,230981.132,455438.503,0.966,3.2,0.952,1.9,1.6,2.5,2.7,4.9,19370,2
4098,230976.152,455448.211,0.892,3.2,1.388,2.4,2.4,3.2,4.5,8.7,20157,2
4121,230967.795,455435.945,0.961,3.2,1.572,3.0,3.8,2.9,7.3,13.2,20490,2
6105,231165.5,455415.151,0.433,3.3,0.094,1.6,1.7,1.6,1.9,3.9,31397,2
3809,230966.442,455364.03,1.32,3.3,0.122,1.2,1.7,1.0,1.1,1.9,19124,2
6123,231196.975,455462.539,0.359,3.3,0.143,2.5,2.2,3.5,4.9,5.6,31572,2
5324,231079.407,455478.241,0.494,3.3,0.167,1.9,1.9,2.5,2.7,3.9,26162,2
5389,231051.491,455520.43,1.32,3.3,0.192,1.6,1.5,1.6,1.9,4.6,27601,2
4081,231024.59,455474.151,1.377,3.3,0.225,2.1,1.7,3.2,3.6,6.7,20321,2
5177,231128.733,455377.414,0.904,3.3,0.27,1.0,1.1,1.1,0.8,1.5,25363,2
3878,231004.93,455349.608,0.639,3.3,0.283,1.2,1.6,1.6,1.2,1.5,18900,2
3919,230978.222,455444.045,0.908,3.3,0.402,1.6,1.5,2.0,2.1,2.7,19699,2
6150,231177.576,455425.435,1.122,3.3,0.415,2.5,2.9,2.6,4.9,10.1,31700,2
4138,231013.01,455407.031,0.722,3.3,0.788,3.8,4.2,3.7,11.2,23.1,20595,2
4072,230980.636,455463.684,1.206,3.3,0.863,1.8,2.5,1.7,2.6,6.1,20609,2
6143,231167.546,455454.408,1.173,3.3,0.865,3.1,2.0,5.1,7.6,17.8,31672,2
3828,231012.279,455361.581,0.421,3.4,0.078,3.3,3.6,3.8,8.8,18.6,18706,2
3318,230939.568,455416.753,0.383,3.4,0.079,5.6,7.7,4.2,24.3,49.0,16167,2
4118,230983.165,455466.345,0.369,3.4,0.112,4.6,5.4,4.9,16.6,33.1,20483,2
5189,231135.953,455373.306,0.571,3.4,0.128,3.3,2.4,4.8,8.4,17.1,25447,2
4145,230982.215,455459.414,0.683,3.4,0.131,2.4,2.5,2.3,4.4,13.3,20541,2
3929,231036.091,455439.683,0.358,3.4,0.175,2.5,3.2,2.7,4.9,8.6,19772,2
5376,231059.258,455504.771,0.841,3.4,0.189,1.1,1.6,0.9,1.0,1.6,27449,2
3958,231004.727,455347.221,0.399,3.4,0.218,2.3,2.5,3.1,4.3,4.5,19262,2
5043,231122.648,455371.743,0.515,3.4,0.233,3.9,5.4,3.5,12.0,22.5,25408,2
6135,231180.826,455403.539,0.845,3.4,0.259,2.4,2.6,2.5,4.7,8.6,31580,2
3996,230966.329,455425.15,0.94,3.4,0.297,3.4,3.2,3.9,8.9,21.0,20208,2
3891,231025.223,455333.043,0.894,3.4,0.314,1.7,1.6,2.1,2.3,5.0,19061,2
4097,230980.903,455443.008,0.863,3.4,0.341,1.0,1.0,1.0,0.7,1.8,19706,2
6043,231153.151,455425.153,1.175,3.4,0.356,3.1,2.7,4.1,7.8,17.6,30807,2
6141,231158.235,455420.818,0.661,3.4,0.368,7.0,8.1,6.4,38.7,78.6,31551,2
4906,231130.524,455376.821,0.926,3.4,0.428,2.9,3.9,3.3,6.5,12.3,24521,2
3995,230981.333,455446.771,0.737,3.4,0.593,1.8,2.2,1.6,2.7,3.8,19517,2
4053,230972.435,455439.034,0.945,3.4,0.599,2.3,2.3,2.7,4.1,8.1,20564,2
3959,231012.151,455424.797,0.836,3.4,0.752,3.4,3.8,3.9,9.1,18.3,20200,2
5337,231106.713,455458.497,0.868,3.4,0.842,2.1,2.3,2.6,3.3,8.1,26641,2
3260,230939.209,455422.645,0.892,3.4,0.888,4.8,4.7,5.5,18.0,38.0,16061,2
4117,230970.926,455443.604,0.507,3.5,0.1,2.1,2.8,2.0,3.4,7.0,20317,2
4034,231007.473,455398.59,1.359,3.5,0.115,2.5,2.4,3.1,4.9,13.2,19955,2
3905,231025.134,455337.192,0.458,3.5,0.125,0.9,1.3,1.0,0.6,0.9,19154,2
3956,231039.571,455446.182,0.822,3.5,0.219,2.3,2.2,2.8,4.1,8.2,19626,2
3913,230985.845,455370.712,0.626,3.5,0.248,2.7,3.0,3.6,5.6,5.4,19295,2
3213,230927.503,455400.874,0.531,3.5,0.71,6.5,7.2,6.1,32.9,65.6,16160,2
5178,231136.498,455465.03,0.87,3.5,1.851,14.8,14.8,16.5,172.2,311.5,25521,2
5226,231110.232,455486.108,0.871,3.5,2.142,6.0,6.5,6.8,28.5,42.0,26584,2
4091,230959.386,455426.742,0.932,3.5,2.914,4.6,5.4,4.4,16.6,41.1,20350,2
6114,231189.298,455420.931,0.751,3.6,0.074,2.1,2.8,2.2,3.5,6.8,31285,2
4032,231029.857,455473.843,0.88,3.6,0.086,3.6,3.8,4.5,10.2,18.9,20338,2
4062,231006.029,455401.649,0.71,3.6,0.233,2.9,3.7,3.6,6.4,15.0,20606,2
6041,231181.43,455424.849,0.523,3.6,0.273,2.6,3.2,3.0,5.5,7.8,30931,2
4008,230984.797,455441.523,0.988,3.6,0.436,1.4,1.3,2.2,1.6,3.0,19454,2
5420,231069.232,455431.725,0.711,3.6,0.549,2.2,2.8,1.9,3.7,8.9,26831,2
3912,230970.057,455437.52,0.809,3.6,0.637,2.2,2.0,2.8,3.7,7.2,19330,2
4029,231047.918,455515.356,0.399,3.6,0.694,5.3,4.7,7.0,21.9,34.8,21029,2
5175,231131.426,455372.313,1.166,3.7,0.066,1.2,1.4,1.2,1.2,3.0,25350,2
3306,230933.364,455409.02,0.454,3.7,0.071,4.7,5.5,3.9,17.2,26.1,16119,2
3884,231004.273,455349.663,0.487,3.7,0.113,1.1,1.7,0.8,0.9,1.4,18878,2
4042,231014.315,455399.759,0.587,3.7,0.117,2.5,3.8,2.2,4.8,8.3,20354,2
5310,231117.499,455455.62,0.439,3.7,0.14,2.6,2.9,3.0,5.2,7.3,25537,2
5308,231073.484,455432.896,1.3,3.7,0.166,3.8,4.1,4.3,11.2,19.2,26786,2
4155,231028.858,455472.224,1.259,3.7,0.169,3.4,3.2,3.7,8.9,27.2,20608,2
5390,231147.27,455438.925,0.972,3.7,0.196,0.9,1.0,1.1,0.7,0.7,26539,2
3980,231005.876,455349.362,1.177,3.7,0.215,1.5,1.9,1.5,1.8,2.3,19288,2
5279,231128.253,455436.39,1.006,3.7,0.25,1.1,1.2,1.1,1.0,2.1,25990,2
5345,231080.147,455478.07,0.768,3.7,0.254,1.9,2.4,1.8,2.7,5.0,26362,2
4134,231014.224,455407.918,1.356,3.7,0.305,2.3,2.2,2.9,4.0,9.4,20449,2
4024,230978.41,455440.047,1.254,3.7,0.361,1.7,1.8,1.8,2.2,5.0,19732,2
5410,231101.017,455461.532,0.814,3.7,0.533,2.8,3.8,2.2,6.3,8.3,26651,2
6115,231150.653,455436.433,0.97,3.7,0.646,0.9,0.7,1.3,0.6,0.9,31539,2
5033,231132.647,455371.406,0.662,3.8,0.107,1.9,2.0,2.0,2.9,7.4,25333,2
3939,230983.886,455441.886,0.954,3.8,0.197,1.1,1.0,1.5,1.0,1.7,19863,2
6158,231183.457,455408.622,1.319,3.8,0.202,1.6,1.5,1.8,2.0,4.0,31697,2
6065,231190.195,455418.941,0.917,3.8,0.405,1.5,1.3,2.3,1.7,3.5,31093,2
3860,230974.552,455388.847,0.865,3.8,0.509,2.4,2.3,3.5,4.5,6.3,18745,2
5311,231087.918,455475.636,0.717,3.8,0.924,5.6,7.8,5.4,24.9,46.1,27083,2
6104,231149.371,455439.125,0.825,3.8,1.037,1.4,1.0,2.3,1.6,3.7,31242,2
6147,231151.414,455434.088,0.984,3.8,1.184,2.2,2.6,2.0,3.7,8.8,31628,2
6154,231162.3,455419.549,0.855,3.9,0.108,1.0,1.2,1.1,0.8,1.1,31663,2
5286,231106.675,455460.971,0.44,3.9,0.162,3.8,4.4,3.7,11.1,12.7,26912,2
5267,231081.4,455479.319,0.765,3.9,0.165,2.8,2.6,3.9,6.0,8.3,25629,2
6051,231166.415,455449.638,1.28,3.9,0.236,2.2,3.2,1.8,3.8,9.6,30945,2
5010,231133.321,455373.203,0.883,3.9,0.293,1.4,1.8,1.3,1.5,2.7,24466,2
4114,230998.403,455412.031,1.21,3.9,0.297,2.6,2.5,3.9,5.5,11.5,20416,2
4001,230981.758,455441.05,0.886,3.9,0.315,2.0,2.7,1.6,3.1,5.0,19572,2
5117,231130.185,455381.873,0.873,3.9,0.474,2.2,1.9,2.7,3.6,5.8,25229,2
3869,230971.241,455428.735,0.883,3.9,0.538,1.7,2.0,1.6,2.2,4.3,19412,2
6069,231166.588,455450.7,1.042,3.9,0.651,1.8,2.1,2.1,2.4,5.7,31179,2
4061,230997.377,455414.376,1.072,3.9,1.153,2.2,2.4,2.4,3.6,8.3,20135,2
5229,231099.278,455490.359,0.618,4.0,0.092,6.5,8.1,6.5,32.9,40.6,25528,2
5306,231077.957,455473.908,0.916,4.0,0.158,1.9,1.7,2.6,3.0,4.9,26960,2
3936,230977.528,455440.086,0.936,4.0,0.189,2.1,1.9,2.8,3.4,8.6,19381,2
3875,231002.501,455347.426,0.897,4.0,0.291,1.3,1.6,1.8,1.3,2.0,19045,2
3964,231008.804,455421.981,0.874,4.0,0.54,1.7,1.8,1.7,2.3,4.6,19360,2
3949,230977.783,455439.149,0.967,4.0,1.174,2.4,2.6,2.4,4.7,10.7,20034,2
6110,231157.713,455393.166,0.941,4.0,2.546,5.0,4.9,6.8,19.5,37.7,31548,2
4104,230987.164,455412.65,0.367,4.1,0.061,8.3,8.3,9.9,54.2,66.4,20409,2
5354,231089.708,455461.686,0.398,4.1,0.147,2.2,2.5,2.4,3.9,6.1,27014,2
4131,230973.065,455437.127,0.388,4.1,0.159,1.8,1.9,2.1,2.6,4.8,20512,2
5398,231102.502,455501.986,0.883,4.1,0.353,1.6,2.0,1.2,1.9,4.3,27694,2
6081,231186.262,455459.086,1.088,4.1,0.389,1.0,0.4,2.0,0.8,0.9,31171,2
3993,230967.839,455432.019,1.201,4.1,0.46,1.6,2.2,1.3,2.0,4.2,19829,2
5328,231128.451,455433.565,0.5,4.1,0.8,3.9,3.7,4.6,11.9,14.0,26900,2
5353,231115.973,455502.274,0.791,4.1,3.03,5.4,5.9,6.3,22.6,47.5,27651,2
6109,231163.474,455421.13,0.412,4.2,0.068,4.1,3.8,5.0,13.4,25.9,31549,2
5169,231120.733,455374.974,0.404,4.2,0.074,5.9,5.3,6.6,27.6,37.5,25332,2
4128,231003.871,455432.495,0.427,4.2,0.152,7.0,9.8,7.4,38.5,52.9,20484,2
3739,231003.481,455350.742,0.825,4.2,0.516,1.6,1.5,2.2,2.0,3.0,18783,2
5377,231030.937,455480.554,1.089,4.2,0.602,5.8,6.1,7.0,26.6,42.4,27098,2
3850,231041.441,455343.013,0.912,4.2,1.119,2.6,2.9,2.6,5.1,9.6,18705,2
3219,230930.106,455406.935,0.469,4.3,0.059,3.7,4.1,4.3,11.0,25.9,16109,2
4990,231104.313,455368.314,0.405,4.3,0.061,2.1,2.4,2.0,3.4,7.1,24439,2
6095,231163.293,455446.494,1.147,4.3,0.365,2.3,2.5,2.4,4.2,11.8,31324,2
6131,231194.922,455462.573,1.227,4.3,0.706,2.6,1.8,4.1,5.3,12.0,31544,2
4043,231011.456,455476.174,0.857,4.3,0.949,3.0,3.5,3.4,7.1,18.1,20555,2
4115,231037.483,455441.497,0.86,4.4,0.406,1.7,2.5,1.5,2.2,4.4,20314,2
4148,231010.64,455395.799,1.065,4.4,1.857,2.8,2.8,3.0,6.3,20.4,20610,2
6156,231164.673,455417.749,0.355,4.5,0.103,3.0,3.1,2.9,7.0,19.0,31705,2
5232,231047.681,455408.332,0.37,4.5,0.11,3.5,3.1,4.6,9.9,18.1,25544,2
3284,230929.541,455413.92,0.523,4.5,0.115,7.5,9.5,7.3,44.1,129.5,16113,2
5530,231048.751,455518.519,1.343,4.5,0.277,2.4,2.6,3.1,4.6,11.0,27747,2
5223,231079.108,455479.28,0.944,4.5,0.282,2.2,2.8,2.1,3.7,7.4,26455,2
5326,231106.956,455457.451,0.854,4.5,0.431,1.4,1.5,1.4,1.4,3.6,27059,2
6160,231175.665,455393.257,0.939,4.5,1.017,2.2,1.9,2.7,3.8,9.5,31735,2
4002,230973.196,455443.691,0.932,4.6,0.299,3.4,3.2,3.9,9.0,32.8,20159,2
4051,231030.574,455462.917,1.207,4.6,0.427,4.2,3.8,5.1,13.8,32.0,19933,2
5288,231087.985,455480.913,0.776,4.6,0.533,3.8,3.4,4.8,11.2,33.8,26654,2
5386,231091.471,455512.587,0.818,4.6,2.533,3.3,4.4,3.2,8.5,17.7,27532,2
1297,230714.983,454388.962,0.934,3.0,0.907,2.5,2.3,3.5,4.9,8.8,7088,3
1329,230685.931,454431.5,0.944,3.0,1.38,2.3,3.1,1.9,4.0,8.6,7062,3
1422,230688.976,454546.432,0.433,3.1,0.124,10.3,11.8,14.3,82.6,86.8,7556,3
1371,230718.274,454498.6,0.715,3.1,0.41,0.9,0.8,1.2,0.7,0.9,7307,3
1397,230685.284,454518.043,0.819,3.1,0.563,2.6,2.4,3.5,5.2,5.7,7338,3
1356,230708.755,454575.962,0.925,3.1,1.108,2.6,2.8,2.9,5.4,9.1,7552,3
1258,230651.403,454424.938,1.176,3.2,0.286,4.1,4.0,4.6,13.2,18.3,6916,3
1094,230659.363,454331.612,0.816,3.2,0.937,2.5,2.4,2.8,4.8,5.8,6395,3
